alto,ancho,autor,autora,autores,estado,fecha,lugar_produccion,materia,numero_catalogo,procedencia,serie,soporte,tecnica,titulo,url
159,295,"Anónimo (Obra copiada de: Ribera, José de)",0,0,0,Siglo XVII,0,0,P004048,Museo de la Trinidad,0,Lienzo,Óleo,Santo Entierro,https://www.museodelprado.es/coleccion/obra-de-arte/santo-entierro/68952e7c-3de9-43b5-9e91-a1812e10febc
109,100,"Discípulo de Ribera, José de",0,0,0,Siglo XVII,0,0,P003828,Colección Real,0,Lienzo,Óleo,Alegoría del gusto,https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-del-gusto/bac79e82-6ba6-4581-bbb4-9c3bd915c952
72,"62,3","Ribera, José de",0,0,0,Siglo XVII,0,0,P005436,Colección Real,0,Lienzo,Óleo,San Juan Evangelista,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-evangelista/d03ee5c8-87b5-4908-b60b-12f2378a747e
61,94,0,0,"Arthois, Jacques d'; Bout, Pieter",0,Siglo XVII,0,0,P001350,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja, Segovia, antecámara de la reina, 1746, nº 728; La Granja, cuarto del rey-piezas que ocupa la señora infanta, 1766, nº 728; Palacio de Aranjuez, Madrid, pieza de trucos, 1794, nº 728).",0,Lienzo,Óleo,Descanso a la orilla de un río,https://www.museodelprado.es/coleccion/obra-de-arte/descanso-a-la-orilla-de-un-rio/4a5fa57a-7748-480d-97fa-9df04a8ec987
85,158,"Nuzzi, Mario",0,0,0,Siglo XVII,0,0,P000254,Colección Real,0,Lienzo,Óleo,Florero,https://www.museodelprado.es/coleccion/obra-de-arte/florero/58ade644-727c-4788-a987-01e238558b9d
96,106,Anónimo,0,0,0,Siglo XVII,0,0,P000164,"Colección Real (¿Palacio de Aranjuez, Madrid, cuarta pieza del cuarto del príncipe, 1818, nº 167?)",0,Lienzo,Óleo,David vencedor de Goliat,https://www.museodelprado.es/coleccion/obra-de-arte/david-vencedor-de-goliat/432ec8da-d376-4367-8ad3-c6ee88090b38
54,78,"Martínez del Mazo, Juan Bautista (Obra copiada de: Snyders, Frans)",0,0,0,Siglo XVII,0,0,P001773,"Colección Real (Palacio de Aranjuez, Madrid, pieza de damas, 1818, nº 354). Ingresó en el Museo en 1848.",0,Tabla,Óleo,Pelea de perros y lobos,https://www.museodelprado.es/coleccion/obra-de-arte/pelea-de-perros-y-lobos/df3fb069-5bd5-41ff-9274-d3fce871a854
126,151,Anónimo,0,0,0,Siglo XVII,0,0,P000260,Colección Real,0,Lienzo,Óleo,Repudio de Agar,https://www.museodelprado.es/coleccion/obra-de-arte/repudio-de-agar/e71a95bb-cdc0-49ee-85ef-c540f903a0ee
111,368,"Anónimo (Obra copiada de: Rubens, Pedro Pablo)",0,0,0,Siglo XVII,0,0,P005131,"Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",0,Lienzo,Óleo,La caza del toro,https://www.museodelprado.es/coleccion/obra-de-arte/la-caza-del-toro/1d421f82-4041-46e4-aeb7-9465e4817579
81,126,Anónimo,0,0,0,Siglo XVII,0,0,P006291,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Paisaje con un cazador y un perro,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-un-cazador-y-un-perro/70fbb3c4-cfc4-44f6-8a03-b7fb9399cbf3
96,73,"March, Esteban",0,0,0,Siglo XVII,0,0,P000882,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 285?]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 226).",0,Lienzo,Óleo,San Onofre,https://www.museodelprado.es/coleccion/obra-de-arte/san-onofre/ffcb7d8b-504d-4312-9c6b-601a7922a7d8
44,57,"Brueghel el Viejo, Jan",0,0,0,Siglo XVII,0,0,P001412,"Colección I marqués de la Ensenada, Madrid; Colección Real (adquisición de Isabel de Farnesio, h. 1759; Palacio de Buenavista, Madrid, 1766, nº 171; Palacio Real Nuevo, Madrid, gabinete colgado de verde, 1772, nº 171; Palacio Real Nuevo, Madrid, segundo gabinete, 1794, s. n.; Palacio Real, Madrid, primer gabinete entrando por la pieza de vestir, 1814-1818, s.n.).",0,Lámina de cobre,Óleo,Paisaje con san Juan predicando,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-san-juan-predicando/8a5f9104-8cac-429a-a3a3-ba7ea2b7655c
47,40,Anónimo,0,0,0,Siglo XVII,0,0,P001585,Colección Real,0,Tabla,Óleo,Paisaje,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje/3733548b-a04d-41b5-b548-7b7c956c5e53
66,"88,5","Taller de Teniers el Joven, David",0,0,0,Siglo XVII,0,0,P001839,"Colección Real (colección Isabel de Farnesio, h. 1759; Palacio de La Granja de San Ildefonso, Segovia, sala de la princesa, 1766, nº 139; Palacio de Aranjuez, Madrid, pieza de cenar, 1794, nº 139; Aranjuez, sala de corte del rey, 1818, nº 139).",0,Lienzo,Óleo,Aldeanos conversando,https://www.museodelprado.es/coleccion/obra-de-arte/aldeanos-conversando/f5684606-c1c6-4ec0-b233-9e55b4a22d17
35,54,"Anónimo (Obra copiada de: Winghen, Joos van)",0,0,0,Siglo XVII,0,0,P001863,"Colección Real (Real Museo, Madrid, Gabinete de Descanso, 1834, nº 40)",0,Lienzo,Óleo,Traición de Dalila,https://www.museodelprado.es/coleccion/obra-de-arte/traicion-de-dalila/56c9635e-adac-4f50-ae37-e68390b88631
102,128,Anónimo,0,0,0,Siglo XVII,0,0,P002917,Colección Real,0,Lienzo,Óleo,Judit con la cabeza de Holofernes,https://www.museodelprado.es/coleccion/obra-de-arte/judit-con-la-cabeza-de-holofernes/36fe06ab-17f9-4423-816d-64b2709c1023
82,68,Anónimo,0,0,0,Siglo XVII,0,0,P003796,Procedente de un convento de la provincia de Ávila; Museo de la Trinidad.,0,Lienzo,Óleo,Cristo crucificado en el Calvario,https://www.museodelprado.es/coleccion/obra-de-arte/cristo-crucificado-en-el-calvario/bb2668ef-66d9-4066-b36f-834bd2ceacfe
120,157,Anónimo,0,0,0,Siglo XVII,0,0,P003790,"Colección Real (Palacio Real del Buen Retiro, Madrid, 1794, nº 332)",0,Lienzo,Óleo,Asedio a la villa de Rinsbarch,https://www.museodelprado.es/coleccion/obra-de-arte/asedio-a-la-villa-de-rinsbarch/84634cdb-d220-4de4-852a-85a6ba1d347f
60,47,Anónimo,0,0,0,Siglo XVII,0,0,P003797,Museo de la Trinidad,0,Lienzo,Óleo,Visión de santo Tomás de Aquino,https://www.museodelprado.es/coleccion/obra-de-arte/vision-de-santo-tomas-de-aquino/650891bc-5145-4044-a1a7-f13468fa93d9
96,72,Obra copiada de Guercino,0,0,0,Siglo XVII,0,0,P003814,Colección Real,0,Lienzo,Óleo,Los desposorios de santa Catalina,https://www.museodelprado.es/coleccion/obra-de-arte/los-desposorios-de-santa-catalina/6c2f5481-3a45-4529-9da6-a1955e5a888e
43,39,Anónimo,0,0,0,Siglo XVII,0,0,P003801,Museo de la Trinidad,0,Lienzo,Óleo,Santa Teresa de Jesús,https://www.museodelprado.es/coleccion/obra-de-arte/santa-teresa-de-jesus/b146d92c-aa1b-4089-86d3-face8e7ca1ab
68,83,Anónimo,0,0,0,Siglo XVII,0,0,P003966,Museo de la Trinidad,0,Lienzo,Óleo,Florero,https://www.museodelprado.es/coleccion/obra-de-arte/florero/42203d7b-6248-4f2b-a170-1c2ca0c2d9d6
63,38,Anónimo,0,0,0,Siglo XVII,0,0,P003852,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Florero,https://www.museodelprado.es/coleccion/obra-de-arte/florero/e3fad1a9-029a-49a3-9965-4979518f1a7f
110,67,"Según modelo de Nocret, Jean",0,0,0,Siglo XVII,0,0,P002301,Colección Real,Retratos reales vinculados a la dinastía de María Luisa de Orleans,Lienzo,Óleo,"Felipe de Francia, duque de Anjou, futuro I duque de Orléans",https://www.museodelprado.es/coleccion/obra-de-arte/felipe-de-francia-duque-de-anjou-futuro-i-duque/cb8fb170-b3f7-4811-9b26-b06b65becd54
110,165,"Estilo de Murillo, Bartolomé Esteban",0,0,0,Siglo XVII,0,0,P006714,"Madrid, Convento de Jesús y María, vulgo de San Francisco el Grande, de franciscanos; Museo de la Trinidad.",0,Lienzo,Óleo,Adoración de los pastores,https://www.museodelprado.es/coleccion/obra-de-arte/adoracion-de-los-pastores/ddd610ea-750a-4332-b04c-8408ea48fa6d
206,168,"Antolínez, José",0,0,0,Siglo XVII,0,0,P004557,Museo de la Trinidad,0,Lienzo,Óleo,La Inmaculada Concepción,https://www.museodelprado.es/coleccion/obra-de-arte/la-inmaculada-concepcion/86256279-3e7c-4692-87ca-034c3a24c4c2
44,34,Anónimo,0,0,0,Siglo XVII,0,0,P002920,"Convento de San Felipe el Real, de agustinos calzados, Madrid; Museo de la Trinidad.",0,Lienzo,Óleo,La Inmaculada Concepción,https://www.museodelprado.es/coleccion/obra-de-arte/la-inmaculada-concepcion/6be7dccc-af93-46e7-ae25-08d69adb9eb1
106,83,"Anónimo (Discípulo de: Murillo, Bartolomé Esteban)",0,0,0,Siglo XVII,0,0,P005077,Procede de un convento de la provincia de Ávila; Museo de la Trinidad.,0,Lienzo,Óleo,San Pascual Bailón,https://www.museodelprado.es/coleccion/obra-de-arte/san-pascual-bailon/6e5c7d62-7fc5-4d92-8457-20912c14a98e
208,146,Anónimo,0,0,0,Siglo XVII,0,0,P003759,Museo de la Trinidad,0,Lienzo,Óleo,Retrato de un obispo,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-un-obispo/d85642bc-ad1d-4dbb-a694-af47a7c3f31e
120,103,Anónimo,0,0,0,Siglo XVII,0,0,P005473,Museo de la Trinidad,0,Lienzo,Óleo,San Agustín,https://www.museodelprado.es/coleccion/obra-de-arte/san-agustin/2c5471a2-4a73-48d7-9962-ed06f07d57b4
60,44,Anónimo,0,0,0,Siglo XVII,0,0,P003654,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Un brindis en el vivac,https://www.museodelprado.es/coleccion/obra-de-arte/un-brindis-en-el-vivac/67b10f80-5106-4a93-b4af-1050ee450e1a
42,59,Anónimo,0,0,0,Siglo XVII,0,0,P003849,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Bacanal,https://www.museodelprado.es/coleccion/obra-de-arte/bacanal/1b9c9289-a5ce-465d-828c-20a195385df1
234,334,"Anónimo (Estilo de: Rubens, Pedro Pablo)",0,0,0,Siglo XVII,0,0,P003247,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,El rapto de las sabinas,https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-las-sabinas/63ad5f2d-0fc7-4ec3-ae1f-e7c1f6f7be68
100,130,Anónimo,0,0,0,Siglo XVII,0,0,P005860,"Colección Real (Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 449; Palacio del Buen Retiro, Madrid, galería del mediodía, 1772, nº 531; Buen Retiro, 1794, nº 112).",0,Lienzo,Óleo,La cena del rey Baltasar,https://www.museodelprado.es/coleccion/obra-de-arte/la-cena-del-rey-baltasar/da9a566f-eeff-4808-bbb5-d3fdc7e5eee5
104,82,Anónimo,0,0,0,Siglo XVII,0,0,P005251,Museo de la Trinidad,0,Lienzo,Óleo,Guirnalda de flores con san José y el Niño,https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-de-flores-con-san-jose-y-el-nio/8c5acd34-b904-44db-a0ff-08955dd38c96
56,73,Anónimo,0,0,0,Siglo XVII,0,0,P005755,"Biblioteca Nacional, 1899.",0,Lienzo,Óleo,Bodegón de peces,https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-de-peces/ff06c696-5eac-47d0-a9c1-d2c44eecddfc
146,219,"Grimaldi, Giovanni Francesco",0,0,0,Siglo XVII,0,0,P006313,Colección Real,0,Lienzo,Óleo,Paisaje con río y ciudad,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-rio-y-ciudad/bf251578-d490-42cf-a848-e3008cf97d7b
112,96,"Sustermans, Justus",0,0,0,Siglo XVII,0,0,P001961,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 250?]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 204; Quinta del duque del Arco, 1827)",0,Lienzo,Óleo,"Leonor de Mantua, emperatriz de Austria",https://www.museodelprado.es/coleccion/obra-de-arte/leonor-de-mantua-emperatriz-de-austria/53e9b398-43ea-45ff-a661-912a943fae86
56,"33,5","Copia de Taller Zurbarán, Francisco de",0,0,0,Siglo XVII,0,0,P003885,"Donación María de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, 1894",0,Lienzo,Óleo,San Francisco,https://www.museodelprado.es/coleccion/obra-de-arte/san-francisco/07fbc15b-c14d-44be-b8f9-2df1278f9a27
246,215,"Martínez del Mazo, Juan Bautista",0,0,0,Siglo XVII,0,0,P007116,"Colección Real (Palacio de Aranjuez, Madrid). Ingresó en el Museo en 1848).",0,Lienzo,Óleo,La muerte de Adonis,https://www.museodelprado.es/coleccion/obra-de-arte/la-muerte-de-adonis/97a5563b-8ecd-4df2-9660-85f22c7454c3
75,54,"Arellano, José de",0,0,0,Siglo XVII,0,0,P005976,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, décima pieza de verano, 1745, [¿nº 310?]; Quinta del duque del Arco, pieza novena, 1794, nº 301)",0,Lienzo,Óleo,Florero,https://www.museodelprado.es/coleccion/obra-de-arte/florero/7b741b4e-f281-4db0-84c8-cc115388e658
76,118,"Atribuido a Toledo, Juan de",0,0,0,Siglo XVII,0,0,P006288,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Toma de una plaza marítima,https://www.museodelprado.es/coleccion/obra-de-arte/toma-de-una-plaza-maritima/419ad3e7-0cdf-4cf0-a4c7-e59a42ce076d
63,146,"Atribuido a Toledo, Juan de",0,0,0,Siglo XVII,0,0,P002776,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",0,Lienzo,Óleo,Batalla,https://www.museodelprado.es/coleccion/obra-de-arte/batalla/b1af1da0-1771-4c5f-b389-c514d88f15ed
180,150,Anónimo,0,0,0,Siglo XVII,0,0,P005347,"Colección Real (Palacio Real, Madrid)",0,Lienzo,Óleo,Jesús en casa de Marta y María,https://www.museodelprado.es/coleccion/obra-de-arte/jesus-en-casa-de-marta-y-maria/f9727dc0-0d32-4691-9c74-42de83eb8ce5
145,200,Anónimo,0,0,0,Siglo XVII,0,0,P005341,"Colección Real (Palacio Real del Buen Retiro, Madrid, 1794, nº 973).",0,Lienzo,Óleo,Paisaje con vista al mar,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-vista-al-mar/dadc64d9-f84e-467f-a8f7-a1a83ae69c4b
215,180,"Obra copiada de Ribera, José de",0,0,0,Siglo XVII,0,0,P007441,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, tribuna grande, 1766, nº 495; La Granja, 1794, nº 495: La Granja, 1814, nº 495).",0,Lienzo,Óleo,San Antonio arrodillado ante el Niño Jesús,https://www.museodelprado.es/coleccion/obra-de-arte/san-antonio-arrodillado-ante-el-nio-jesus/5b918f9b-5f23-4b30-b9c9-c31eebca307a
35,58,"Miel, Jan",0,0,0,Siglo XVII,0,0,P001578,"Colección Real (Palacio de El Pardo, Madrid, 1701-1703, nº 138; El Pardo, pieza séptima, 1747, nº 62; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 942; Palacio Real, Madrid, pieza verde que hace esquina al norte, 1814-1818, nº 942).",0,Lienzo,Óleo,Paisaje con ruinas,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-ruinas/c7618dcb-3aa9-46ed-af53-2c2a3046a6af
169,"242,5",Anónimo,0,0,0,Siglo XVII,0,0,P005997,Colección Real,0,Lienzo,Óleo,Perspectiva de una fachada romana,https://www.museodelprado.es/coleccion/obra-de-arte/perspectiva-de-una-fachada-romana/66e43bd0-d195-4895-ac57-b90d88fb20ae
147,116,Anónimo,0,0,0,Siglo XVII,0,0,P003938,"Colección Real (¿Palacio Real, Madrid, pieza de damas, 1814-1818, nº 136?).",0,Lienzo,Óleo,San Jerónimo en el desierto,https://www.museodelprado.es/coleccion/obra-de-arte/san-jeronimo-en-el-desierto/a7e60903-f925-4e38-ae59-fe414687583d
55,74,"Murillo, Bartolomé Esteban",0,0,0,Siglo XVII,0,0,P001009,Colección Real,0,Lienzo,Óleo,Cabeza de san Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/cabeza-de-san-juan-bautista/d30ce94c-c885-45b5-b8b8-6a8a3f1fe25f
125,95,"Taller de Ribera, José de",0,0,0,Siglo XVII,0,0,P001097,"Colección Real (¿Palacio Real, Madrid, cuarto del infante don Francisco-tercera pieza, 1814-1818, nº 56?)",0,Lienzo,Óleo,San Jerónimo,https://www.museodelprado.es/coleccion/obra-de-arte/san-jeronimo/5c608d5f-0907-4191-a1f9-0baf90996532
68,57,Anónimo,0,0,0,Siglo XVII,0,0,P004152,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Sagrada Familia con san Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/sagrada-familia-con-san-juan-bautista/e03aa729-5398-4056-9f89-2ae202e9b119
104,83,"Anónimo (Obra copiada de: Ribera, José de)",0,0,0,Siglo XVII,0,0,P005258,Museo de la Trinidad,0,Lienzo,Óleo,San Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-bautista/ad84c55c-7701-485e-a923-7032413a66be
96,85,Anónimo,0,0,0,Siglo XVII,0,0,P005303,"Convento de San Pedro Mártir, de padres dominicos, Toledo; Museo de la Trinidad.",0,Lienzo,Óleo,San Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-bautista/8616df6e-58df-4cbe-a6ed-d7b9ec09014a
126,101,"González de la Vega, Diego",0,0,0,Siglo XVII,0,0,P003200,"Madrid, Oratorio de Padres del Salvador del Mundo, de clérigos menores; Museo de la Trinidad","Apostolado, Convento de Padres del Salvador, Madrid",Lienzo,Óleo,San Mateo,https://www.museodelprado.es/coleccion/obra-de-arte/san-mateo/ad199662-d186-4e4a-b36c-a92c5e74782e
125,101,"González de la Vega, Diego",0,0,0,Siglo XVII,0,0,P004021,"Madrid, Oratorio de Padres del Salvador del Mundo, de clérigos menores; Museo de la Trinidad","Apostolado. Oratorio de Padres del Salvador, Madrid",Lienzo,Óleo,San Juan Evangelista,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-evangelista/32f6b10b-9d9a-4834-a6e7-090a1dba251f
125,105,"González de la Vega, Diego",0,0,0,Siglo XVII,0,0,P003248,"Madrid, Oratorio de Padres del Salvador del Mundo, de clérigos menores; Museo de la Trinidad.","Apostolado. Oratorio de Padres del Salvador, Madrid",Lienzo,Óleo,San Pedro,https://www.museodelprado.es/coleccion/obra-de-arte/san-pedro/699f3787-11f2-43cc-86be-1ca9fa24916e
124,104,"González de la Vega, Diego",0,0,0,Siglo XVII,0,0,P005472,"Madrid, Oratorio de Padres del Salvador del Mundo, de clérigos menores; Museo de la Trinidad","Apostolado. Oratorio de Padres del Salvador, Madrid",Lienzo,Óleo,San Pablo,https://www.museodelprado.es/coleccion/obra-de-arte/san-pablo/b889fa2a-0849-4ae6-9659-7c8d0b99489d
59,47,Anónimo,0,0,0,Siglo XVII,0,0,P003572,Colección Real,0,Lienzo,Óleo,El hijo pródigo recoge la legítima,https://www.museodelprado.es/coleccion/obra-de-arte/el-hijo-prodigo-recoge-la-legitima/ec9a6339-1c55-4b68-9088-4c0df66371fc
67,53,Anónimo,0,0,0,Siglo XVII,0,0,P003646,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,La lectura,https://www.museodelprado.es/coleccion/obra-de-arte/la-lectura/aa2a998e-a1f8-4c58-af01-a2d2e3c53757
134,215,Anónimo,0,0,0,Siglo XVII,0,0,P006984,"Colección Real (Palacio Real, Madrid, cuarto del mayordomo mayor, 1814-1818, nº 746).",0,Lienzo,Óleo,Paisaje con pavo real y patos,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-pavo-real-y-patos/06cf4914-8e68-4d8b-8042-3ba64a640105
181,283,Anónimo,0,0,0,Siglo XVII,0,0,P003028,"Universidad, 1957",0,Lienzo,Óleo,Camino del Calvario,https://www.museodelprado.es/coleccion/obra-de-arte/camino-del-calvario/1732ba93-3ed6-45a1-b373-120057d5a901
143,141,"Cerrini, Giovanni Domenico",0,0,0,Siglo XVII,0,0,P000460,"Colección Real (Palacio Real Nuevo, Madrid, pieza de vestir [2ª], 1794, nº 197)",0,Lienzo,Óleo,Magdalena penitente,https://www.museodelprado.es/coleccion/obra-de-arte/magdalena-penitente/480155c3-4f0d-4031-9740-4119160f7e96
218,131,"Anónimo (Obra copiada de: Dyck, Anton van)",0,0,0,Siglo XVII,0,0,P002565,"Legado de Mª. de los Ángeles Medina y Garvey, duquesa de Tarifa, 1934",0,Lienzo,Óleo,La infanta Isabel Clara Eugenia,https://www.museodelprado.es/coleccion/obra-de-arte/la-infanta-isabel-clara-eugenia/01b4e479-1566-4ad7-a3b4-25b12ebafdb2
252,168,"Gallardo, Mateo",0,0,0,Siglo XVII,0,0,P003877,Museo de la Trinidad,0,Lienzo,Óleo,Tobías y el ángel,https://www.museodelprado.es/coleccion/obra-de-arte/tobias-y-el-angel/29ae74fb-c446-4051-be68-91d7d0c908e6
200,275,Anónimo,0,0,0,Siglo XVII,0,0,P006205,Colección Real,0,Lienzo,Óleo,Paisaje con animales y figuras,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-animales-y-figuras/8a9bb021-c29c-434b-aaa6-ee58a4c769da
62,87,Anónimo,0,0,0,Siglo XVII,0,0,P006207,Colección Real,0,Lienzo,Óleo,Perspectiva con tres figuras,https://www.museodelprado.es/coleccion/obra-de-arte/perspectiva-con-tres-figuras/2b8abddc-e878-4ff3-bac6-35372371db76
94,121,Anónimo,0,0,0,Siglo XVII,0,0,P006208,Colección Real,0,Lienzo,Óleo,Cristo curando enfermos,https://www.museodelprado.es/coleccion/obra-de-arte/cristo-curando-enfermos/28ade042-a093-465a-bfb3-9fc0ff736896
64,69,Anónimo,0,0,0,Siglo XVII,0,0,P005747,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, segunda pieza del cuarto de invierno, 1745, [nº 33]; Quinta del duque del Arco, pieza segunda, 1794, nº 29).",0,Lienzo,Óleo,Amorcillo,https://www.museodelprado.es/coleccion/obra-de-arte/amorcillo/289c21bd-408f-4bbe-a825-91f703c1df77
150,102,Anónimo,0,0,0,Siglo XVII,0,0,P005749,"Toledo, Convento del Carmen Descalzo; Museo de la Trinidad.",0,Lienzo,Óleo,San Jerónimo,https://www.museodelprado.es/coleccion/obra-de-arte/san-jeronimo/c9b9b0ea-345e-4c01-b1f0-41d7eead6aec
229,147,"Solís, Francisco de",0,0,0,Siglo XVII,0,0,P004914,"Madrid, Convento de la Trinidad, de trinitarios calzados; Museo de la Trinidad.",0,Lienzo,Óleo,La Inmaculada Concepción,https://www.museodelprado.es/coleccion/obra-de-arte/la-inmaculada-concepcion/f8c8c90c-885f-4703-9840-d480b0679603
272,187,"Solís, Francisco de",0,0,0,Siglo XVII,0,0,P004918,"Alcalá de Henares, Madrid, Convento de agustinos recoletos; Museo de la Trinidad.",0,Lienzo,Óleo,La Visitación,https://www.museodelprado.es/coleccion/obra-de-arte/la-visitacion/671785ad-9bb7-4a1a-88f8-3a75a7e5c59a
238,138,"Solís, Francisco de",0,0,0,Siglo XVII,0,0,P005101,"Madrid, Convento de la Encarnación, vulgo de Jesús de Medinaceli, de trinitarios descalzos; Museo de la Trinidad.",0,Lienzo,Óleo,La Visitación,https://www.museodelprado.es/coleccion/obra-de-arte/la-visitacion/395b6305-bd7a-4978-9e13-0ad7bc7d9fce
210,252,"Atribuido a Solís, Francisco de",0,0,0,Siglo XVII,0,0,P005113,"Museo de la Trinidad, 1872",0,Lienzo,Óleo,La Huida a Egipto,https://www.museodelprado.es/coleccion/obra-de-arte/la-huida-a-egipto/48977aa0-c73e-4b91-b75f-75e052c845fc
234,129,"Solís, Francisco de",0,0,0,Siglo XVII,0,0,P005029,"Madrid, Convento de la Encarnación, vulgo de Jesús de Medinaceli, de trinitarios descalzos; Museo de la Trinidad.",0,Lienzo,Óleo,La Presentación de Jesús en el Templo,https://www.museodelprado.es/coleccion/obra-de-arte/la-presentacion-de-jesus-en-el-templo/c664fcbb-79e6-4e62-9129-d28e23f31406
220,144,"Solís, Francisco de",0,0,0,Siglo XVII,0,0,P005172,Museo de la Trinidad,0,Lienzo,Óleo,San Pedro Pascual,https://www.museodelprado.es/coleccion/obra-de-arte/san-pedro-pascual/0379feb9-8dbc-4b98-a87d-0741de1133fc
56,47,Anónimo,0,0,0,Siglo XVII,0,0,P003669,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",0,Lienzo,Óleo,Retrato de María Teresa de Austria como reina de Francia,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-maria-teresa-de-austria-como-reina-de/9595563c-ff65-4a6f-9d8d-21fdd83d2d15
114,172,Anónimo,0,0,0,Siglo XVII,0,0,P002028,Colección Real,0,Lienzo,Óleo,Pomona,https://www.museodelprado.es/coleccion/obra-de-arte/pomona/b237698c-fd7e-44f9-a8cf-34dd0bf7d335
63,81,"Brueghel el Viejo, Jan",0,0,0,Siglo XVII,0,0,P002029,"Colección Real (Palacio Real, Aranjuez, pieza de gentileshombres, 1794, nº 102; Real Museo, Madrid, salón 2º escuela flamenca, 1834, nº 345)",0,Lienzo,Óleo,Camino en el bosque,https://www.museodelprado.es/coleccion/obra-de-arte/camino-en-el-bosque/7508a2d3-5bcf-4bf2-9fd8-7fbbc923aec6
86,120,Anónimo,0,0,0,Siglo XVII,0,0,P002033,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, undécima pieza de verano, 1745, [¿nº 376?]; Quinta del duque del Arco, pieza séptima, 1794, nº 165).",0,Lienzo,Óleo,Paisaje peñascoso con un lago,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-peascoso-con-un-lago/971bb2ec-0048-4a16-abe3-64921040a80a
72,93,Anónimo,0,0,0,Siglo XVII,0,0,P002030,Colección Real,0,Lienzo,Óleo,Paisaje con fortaleza,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-fortaleza/ee3606c7-5f59-4c9d-8d95-f5bf391c6edb
