"numero_catalogo","titulo","url","nombre_autor","procedencia","fecha","alto","ancho","exito","razon","area","tam_cat","orientacion","soporte","soporte_grp","sop_montaje","tecnica","tec_oleo","tec_acuosas","tec_mixta","tec_fresco","tec_otras","tipo_autor","serie","fecha_est","fecha_cat","tema"
"P003546","Tortuga laúd","https://www.museodelprado.es/coleccion/obra-de-arte/tortuga-laud/198969de-5b54-4937-963e-5a4bb9b48c3c","Tapia, Pedro Juan","Colección Real (Real Alcázar, Madrid, pieza tercera del pasadizo, 1636, s.n.; Real Alcázar, Madrid, pinturas colgadas en los tránsitos frente del Consejo de Hacienda, 1686, s.n.; Real Alcázar, Madrid, tránsitos frente al Consejo de Hacienda, 1700, nº 733; Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 632; Palacio del Buen Retiro, Madrid, pinturas maltratadas, 1772, nº 632; Buen Retiro, 1794, 1343).","1597",141,207,0,1.46808510638298,29187,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1597,"0","otros"
"P004003","Puerto con castillo","https://www.museodelprado.es/coleccion/obra-de-arte/puerto-con-castillo/e4265d2d-328a-4688-a327-21ba8958f728","Bril, Paul","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Hacia 1601",24,35,0,1.45833333333333,840,"pequeno","horizontal","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1601,"0","paisaje_lugares"
"P000018","La Natividad","https://www.museodelprado.es/coleccion/obra-de-arte/la-natividad/8cfdf439-9f30-4451-8be1-2f095f9e4e88","Barocci, Federico","Colección Real (Francesco Maria della Rovere, duque de Urbino; ¿Margarita de Austria, 1605; colección marqués de la Ensenada, Madrid, 1754; Casita del Príncipe, El Escorial-Madrid, 1787, nº 184; Palacio Real, Madrid, pieza amarilla, 1814-1818, nº 184; Palacio Real, Real Sumillería, 1827, nº 184).","1597",134,105,0,1.27619047619048,14070,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1597,"0","religioso"
"P000823","La Crucifixión","https://www.museodelprado.es/coleccion/obra-de-arte/la-crucifixion/9fd77a93-ec76-4482-8721-cc06ef0af815","El Greco","Madrid, Colegio de la Encarnación, vulgo de doña María de Aragón, de agustinos, 1600-1813; Madrid, Iglesia de San Felipe el Real y Casa de la Inquisición, 1813-1835; Madrid, Real Academia de Bellas Artes de San Fernando, 1835-1838; Museo de la Trinidad, 1838-1872.","1597 - 1600",312,169,0,1.84615384615385,52728,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1598,"1-10","religioso"
"P000821","Bautismo de Cristo","https://www.museodelprado.es/coleccion/obra-de-arte/bautismo-de-cristo/388206cf-943c-46ac-911c-3b63a0ac0200","El Greco","Madrid, Colegio de la Encarnación, vulgo de doña María de Aragón, de agustinos, 1600-1813; Madrid, Iglesia de San Felipe el Real y Casa de la Inquisición, 1813-1835; Madrid, Real Academia de Bellas Artes de San Fernando, 1835-1838; Museo de la Trinidad, 1838-1872.","1597 - 1600",350,144,0,2.43055555555556,50400,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1598,"1-10","religioso"
"P000717","La infanta Isabel Clara Eugenia","https://www.museodelprado.es/coleccion/obra-de-arte/la-infanta-isabel-clara-eugenia/9d6ccdaa-42e8-4eff-8af4-bd9f28bad87a","Pantoja de la Cruz, Juan","Colección Real (¿Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 613?; Palacio del Buen Retiro, Madrid, cuarto de las infantas, 1772, nº 352; Buen Retiro, 1794, nº 441).","1598 - 1599",112,89,0,1.25842696629213,9968,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1598,"1-10","retrato_corte"
"P000825","La Resurrección de Cristo","https://www.museodelprado.es/coleccion/obra-de-arte/la-resurreccion-de-cristo/2267dcd8-2b87-43b7-8104-0fb5070c4b5c","El Greco","Madrid, Colegio de la Encarnación, vulgo de doña María de Aragón, de agustinos, 1600-1813; Madrid, Iglesia de San Felipe el Real y Casa de la Inquisición, 1813-1835; Madrid, Real Academia de Bellas Artes de San Fernando, 1835-1838; Museo de la Trinidad, 1838-1872.","1597 - 1600",275,127,0,2.16535433070866,34925,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1598,"1-10","religioso"
"P001268","Retrato de dama, probablemente Catalina de la Cerda, duquesa de Lerma","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-dama-probablemente-catalina-de-la/0ac115f2-47ba-422f-85fc-128ece70fa1f","Atribuido a Pantoja de la Cruz, Juan","Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, decimocuarta pieza de verano, 1745, [nº 430]; Quinta del duque del Arco, pieza decimotercera, 1794, nº 379).","Hacia 1602",128,92,0,1.39130434782609,11776,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"0","retrato_corte"
"P003888","La Anunciación","https://www.museodelprado.es/coleccion/obra-de-arte/la-anunciacion/26bfae24-de87-47cd-9b7b-d15bd9fbb664","El Greco","Madrid, Colegio de la Encarnación, vulgo de doña María de Aragón, de agustinos, 1600-1813; Madrid, Iglesia de San Felipe el Real y Casa de la Inquisición, 1813-1835; Madrid, Real Academia de Bellas Artes de San Fernando, 1835-1838; Museo de la Trinidad, 1838-1872.","1597 - 1600",315,174,0,1.81034482758621,54810,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1598,"1-10","religioso"
"P004778","Don Francisco de Arobe y sus hijos, caciques de Esmeraldas","https://www.museodelprado.es/coleccion/obra-de-arte/don-francisco-de-arobe-y-sus-hijos-caciques-de/1224cef3-e625-4ea6-9c27-2ae81d789e14","Sánchez Galque, Andrés","Colección Real (Real Alcázar, Madrid, pieza sexta angosta sobre el Panadero, 1666, s. n.; Real Alcázar, Madrid, tránsitos angostos sobre la Casa del Tesoro, 1700, nº 820; Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 769; Palacio del Buen Retiro, Madrid, pieza de la Librería, 1772, nº 437; Buen Retiro, 1794, nº 61).","1599",92,175,0,1.90217391304348,16100,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1599,"0","retrato_corte"
"P001385","Paisaje","https://www.museodelprado.es/coleccion/obra-de-arte/paisaje/a2abd119-e3ee-4ab4-b762-a915dd05c5e0","Atribuido a Brueghel el Viejo, Jan","Colección Real (Palacio Real, Madrid, 1772 y 1794).","Hacia 1604",24,19,0,1.26315789473684,456,"pequeno","vertical","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1604,"0","paisaje_lugares"
"P007192","Venus y Adonis","https://www.museodelprado.es/coleccion/obra-de-arte/venus-y-adonis/85070844-39e5-45b2-b64f-9cd407d264b1","Atribuido a Bonzi, Pietro Paolo","Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio; Colección Real (Palacio de La Granja de San Ildefonso, Segovia, 1814-1818, nº 106).","1599 - 1636",21,25,0,1.19047619047619,525,"pequeno","horizontal","Pizarra","Otros",0,"Óleo",1,0,0,0,0,"hombre",0,1618,"11-98","mitologia"
"P002435","María de Medici","https://www.museodelprado.es/coleccion/obra-de-arte/maria-de-medici/9fa0ab9c-53bd-4e13-b8f5-e62dc87c304b","Martin, Charles","Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1283).","1600 - 1605",68,56,0,1.21428571428571,3808,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","religioso"
"P000215","Santa Apolonia en oración","https://www.museodelprado.es/coleccion/obra-de-arte/santa-apolonia-en-oracion/baac9c47-c12a-47d3-97cc-329c9bd1b711","Reni, Guido","Colección Real (Carlo Maratti, Roma, 1712; adquisición de Felipe V, 1722, nº 47; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; La Granja, pieza donde se decía misa antiguamente, 1746, nº 249; Palacio de Aranjuez, Madrid, oratorio pequeño, 1794, nº 249; Aranjuez, oratorio pequeño del rey, 1818, s.n.)","1600 - 1603",28,20,0,1.4,560,"pequeno","vertical","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","religioso"
"P000811","Retrato de un caballero joven","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-un-caballero-joven/2c0617fb-b725-4d52-a70c-c5b0ee4c7869","El Greco","Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, decimotercia pieza de verano, 1745, [nº 410]; Quinta del duque del Arco, pieza duodécima, 1794, nº 365).","1600 - 1605",65,49,0,1.3265306122449,3185,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","retrato_corte"
"P000822","Cristo abrazado a la cruz","https://www.museodelprado.es/coleccion/obra-de-arte/cristo-abrazado-a-la-cruz/7cd018c4-fa96-4ae8-88b7-9cb802ef3b26","El Greco","Museo de la Trinidad","1600 - 1605",108,78,0,1.38461538461538,8424,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","religioso"
"P000214","Martirio de santa Apolonia","https://www.museodelprado.es/coleccion/obra-de-arte/martirio-de-santa-apolonia/2042a139-8eb6-41c2-99ef-bdc6757c8f6c","Reni, Guido","Colección Real (Carlo Maratti, Roma, 1712; adquirido por Felipe V, 1722, nº 162; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; La Granja, pieza donde se decía misa antiguamente, 1746, nº 248; Palacio de Aranjuez, Madrid, oratorio pequeño, 1794, nº 248; Aranjuez, oratorio pequeño del rey, 1818, nº 248)","1600 - 1603",28,20,0,1.4,560,"pequeno","vertical","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","religioso"
"P000877","Autorretrato (¿?)","https://www.museodelprado.es/coleccion/obra-de-arte/autorretrato-/f9529a56-643e-4d56-91bd-fe2bf026d039","Atribuido a Borgianni, Orazio","Colección Real (Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, ¿nº 286?; Quinta del duque del Arco, pieza octava que es salón, 1794, nº 227)","1600 - 1610",95,71,0,1.33802816901408,6745,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"1-10","retrato_corte"
"P001030","La reina Isabel de Valois","https://www.museodelprado.es/coleccion/obra-de-arte/la-reina-isabel-de-valois/4bf43b3b-a3cf-44ef-aaf8-928b4ca51e0b","Pantoja de la Cruz, Juan (Según modelo de: Anguissola, Sofonisba)","Colección Real","Hacia 1605",120.1,84,0,1.4297619047619,10088.4,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"0","retrato_corte"
"P001954","Jacobo I de Inglaterra","https://www.museodelprado.es/coleccion/obra-de-arte/jacobo-i-de-inglaterra/38259bc8-f186-4f81-af8b-c60959e93404","Atribuido a Critz, John de","Museo de la Trinidad","Hacia 1605",196,120,1,1.63333333333333,23520,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"0","otros"
"P000810","Retrato de caballero","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/0dd8fcb2-6839-4966-91a6-653884462700","El Greco","Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, decimotercia pieza de verano, 1745, [nº 412]; Quinta del duque del Arco, pieza duodécima, 1794, nº 367).","1600 - 1605",64,51,0,1.25490196078431,3264,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","retrato_corte"
"P002181","Ceres en casa de Hécuba","https://www.museodelprado.es/coleccion/obra-de-arte/ceres-en-casa-de-hecuba/c234310d-d284-4095-b8cf-f21896765fa9","Elsheimer, Adam y taller","Colección Real","Hacia 1605",30,25,0,1.2,750,"pequeno","vertical","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"0","mitologia"
"P003807","Santiago en la Batalla de Clavijo","https://www.museodelprado.es/coleccion/obra-de-arte/santiago-en-la-batalla-de-clavijo/0301812f-82a5-4eaa-a6bc-8e0841228216","Carducho, Vicente","Toledo, Convento de Trinitarios Descalzos; Museo de la Trinidad.","Hacia 1605",227,202,0,1.12376237623762,45854,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"0","historia_alegoria"
"P002444","San Juan Evangelista","https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-evangelista/b107d798-268f-41aa-8b4c-f47eff9c1768","El Greco y taller","Donación de Cesar Cabañas Caballero, 1921.","Hacia 1605",99.7,78,0,1.27820512820513,7776.6,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"0","religioso"
"P007724","San Juan Bautista y san Juan Evangelista","https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-bautista-y-san-juan-evangelista/3f591a0d-59a3-47b1-abdd-434b31b2b3c9","El Greco y taller","Iglesia jesuítica de San Ildefonso, Toledo, hasta 1956; depositado en el Museo de San Vicente, 1956-1961; depositado en el Museo de Santa Cruz, Toledo, 1961; adquirido por el Estado para el Museo del Prado, 1998","1600 - 1610",110,86,0,1.27906976744186,9460,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"1-10","religioso"
"P006997","San Francisco recibiendo los estigmas","https://www.museodelprado.es/coleccion/obra-de-arte/san-francisco-recibiendo-los-estigmas/a1d53861-ecd1-4968-9486-db85e6dcd2b6","Borgianni, Orazio","Adquirido por el Estado a Manuel González López, Madrid, 1984.","Hacia 1605",144,104,0,1.38461538461538,14976,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1605,"0","religioso"
"P003057","Paisaje alpino","https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-alpino/025fcdcd-c5de-499c-88c3-9e649fb9c4d4","Verhaecht, Tobias","Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 361).","1600 - 1615",106,267,0,2.5188679245283,28302,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1608,"11-98","paisaje_lugares"
"P001426","Florero","https://www.museodelprado.es/coleccion/obra-de-arte/florero/fd6a907f-5c28-45f4-9443-dcaec9646c07","Brueghel el Viejo, Jan","Colección Real","1600 - 1625",41,33,0,1.24242424242424,1353,"pequeno","vertical","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1612,"11-98","bodegon_floral"
"P000820","San Juan Evangelista y san Francisco de Asís","https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-evangelista-y-san-francisco-de-asis/ed41b280-bb48-49d4-8c8a-62863a0e357a","Taller de El Greco","Museo de la Trinidad","Después de 1600",64,50,0,1.28,3200,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"+100","religioso"
"P001427","Camino en un bosque","https://www.museodelprado.es/coleccion/obra-de-arte/camino-en-un-bosque/1023d6ca-ff1f-40ad-b5b6-8b95b2785c87","Brueghel el Viejo, Jan","Colección Real (Palacio Real, Madrid, retrete, 1794, nº 972; Real Museo, Madrid, salón 2º escuela flamenca, 1834, nº 357)","1600 - 1625",46,75,1,1.6304347826087,3450,"pequeno","horizontal","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1612,"11-98","paisaje_lugares"
"P001429","La infanta Isabel Clara Eugenia en el parque de Mariemont","https://www.museodelprado.es/coleccion/obra-de-arte/la-infanta-isabel-clara-eugenia-en-el-parque-de/d5356756-fa1f-47c9-86c2-be50ae21ce09","Brueghel el Viejo, Jan; Momper II, Joost de","Colección Real (Alcázar, Madrid, 1636 y 1666; Casa de Campo, Madrid, 1701; Palacio Real, Madrid, 1772; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 936)","1600 - 1625",176,236,0,1.34090909090909,41536,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"varios",1,1612,"11-98","retrato_corte"
"P000819","San Francisco de Asís y el hermano León meditando sobre la muerte","https://www.museodelprado.es/coleccion/obra-de-arte/san-francisco-de-asis-y-el-hermano-leon-meditando/d2688c0a-0cd3-4f5b-a6d2-824273a4094f","El Greco y taller","Museo de la Trinidad","1600 - 1614",160.5,103,1,1.55825242718447,16531.5,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1607,"11-98","religioso"
"P001386","Paisaje con río","https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-rio/5c662480-872c-40d9-973e-6fa4cdf6b2fa","Anónimo","Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, n 27; La Granja, pieza última del cuarto del rey, 1766, nº 27; Palacio de Aranjuez, Madrid, pieza de la meridiana, 1794, nº 27; Aranjuez, pieza de vestir la reina, 1818, nº 27).","1600 - 1635",25,29,0,1.16,725,"pequeno","horizontal","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"anonimo",0,1618,"11-98","paisaje_lugares"
"P001428","Excursión campestre de Isabel Clara Eugenia","https://www.museodelprado.es/coleccion/obra-de-arte/excursion-campestre-de-isabel-clara-eugenia/91798530-84da-4396-80f7-169334274c1f","Brueghel el Viejo, Jan; Momper II, Joost de","Colección Real (Alcázar, Madrid, 1636 y 1666; Casa de Campo, Madrid, 1701; Palacio Real, Madrid, 1772; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 937; Palacio Real, Madrid, gabinete, 1814-1818, nº 937)","1600 - 1625",176,238,0,1.35227272727273,41888,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"varios",1,1612,"11-98","retrato_corte"
"P007471","Estigmatización de san Francisco","https://www.museodelprado.es/coleccion/obra-de-arte/estigmatizacion-de-san-francisco/8fbd2a25-a64b-49d9-b180-1dc7a598eeb3","Anónimo","Procedente de un convento de la provincia de Ávila; Museo de la Trinidad","1600 - 1635",164,97,1,1.69072164948454,15908,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1618,"11-98","religioso"
"P005184","Adoración de los Reyes Magos","https://www.museodelprado.es/coleccion/obra-de-arte/adoracion-de-los-reyes-magos/c7bd76a9-5dd1-4e9e-ad5c-9662199e306e","Anónimo","Museo de la Trinidad","1600 - 1635",169,131,0,1.29007633587786,22139,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1618,"11-98","religioso"
"P007914","Dulces y frutos secos sobre una mesa","https://www.museodelprado.es/coleccion/obra-de-arte/dulces-y-frutos-secos-sobre-una-mesa/e8b773bd-4986-4d91-bab9-efec228f37b5","Hiepes, Tomás","Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.","1600 - 1635",66,95,0,1.43939393939394,6270,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1618,"11-98","bodegon_floral"
"P002138","Jesús en el atrio del Pontífice","https://www.museodelprado.es/coleccion/obra-de-arte/jesus-en-el-atrio-del-pontifice/fccccd8f-b6ef-405d-84d4-7039aaa81712","Steenwijck, Hendrick van","Colección Real","1600 - 1649",41,50,0,1.21951219512195,2050,"pequeno","horizontal","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1624,"11-98","religioso"
"P002139","La negación de san Pedro","https://www.museodelprado.es/coleccion/obra-de-arte/la-negacion-de-san-pedro/88290946-a6f2-4a91-a84d-5eff22986a35","Steenwijck, Hendrick van","Colección Real (Palacio Real Nuevo, Madrid, cuarto del príncipe-pieza de paso al dormitorio, 1794, nº 15)","1600 - 1649",42,50,0,1.19047619047619,2100,"pequeno","horizontal","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1624,"11-98","religioso"
"P001034","Retrato de un caballero santiaguista","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-un-caballero-santiaguista/77cb6cb1-f405-41cb-8d3c-3efe1ab014b4","Pantoja de la Cruz, Juan","Colección Real","1601",51,47,0,1.08510638297872,2397,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1601,"0","retrato_corte"
"P008030","Paisaje con pastores","https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-pastores/c5e17590-4984-410e-b7eb-b7bb2356440d","Collantes, Francisco","Colección particular; Adquirido en Alcalá Subastas, Madrid, 2009","1600 - 1650",26,38.8,0,1.49230769230769,1008.8,"pequeno","horizontal","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1625,"11-98","religioso"
"P005013","Perspectiva","https://www.museodelprado.es/coleccion/obra-de-arte/perspectiva/7b390b17-5895-4ce2-841c-4e7cd1e89d51","Anónimo","Colección Real","1600 - 1650",168,286,0,1.70238095238095,48048,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1625,"11-98","proceso_obra"
"P002644","Retrato de un fraile trinitario","https://www.museodelprado.es/coleccion/obra-de-arte/portrait-of-a-trinitarian-father/fb1d03d0-b399-49ac-ad2a-2837efd6eebb","Seguidor de El Greco","Convento del Rosario, Madrid, 1813; legado Pablo Bosch y Barrau, 1916.","1600 - 1650",35,26,0,1.34615384615385,910,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1625,"11-98","retrato_corte"
"P007119","San Agustín","https://www.museodelprado.es/coleccion/obra-de-arte/san-agustin/f4718b7d-0aad-466b-8c91-24ea1c175381","Pantoja de la Cruz, Juan","Madrid, Colegio-convento de la Encarnación, vulgo de doña María de Aragón, de agustinos, 1813; Museo de la Trinidad.","1601",264,115,0,2.29565217391304,30360,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1601,"0","religioso"
"P007120","San Nicolás de Tolentino","https://www.museodelprado.es/coleccion/obra-de-arte/san-nicolas-de-tolentino/305d7eee-991e-4436-96eb-95498bf5edf4","Pantoja de la Cruz, Juan","Madrid, Colegio-convento de la Encarnación, vulgo de doña María de Aragón, de agustinos, 1813; Museo de la Trinidad","1601",261,133,0,1.96240601503759,34713,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1601,"0","religioso"
"P001035","Dama desconocida","https://www.museodelprado.es/coleccion/obra-de-arte/dama-desconocida/12cbeabb-da69-44ec-853c-30f03078f1de","Pantoja de la Cruz, Juan","Colección Real","1601",56,42,0,1.33333333333333,2352,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1601,"0","retrato_corte"
"P000070","Visión de san Francisco","https://www.museodelprado.es/coleccion/obra-de-arte/vision-de-san-francisco/f4dc22e8-2a58-44e9-b3ad-d154904377dd","Carracci, Ludovico","Inventario de los bienes de Luigi Zambeccari, Bolonia, 1630; Colección Zambeccari hasta, como muy tarde, 1787; Colección Real (adquisición de Carlos IV; Casita del Príncipe, El Escorial-Madrid, h. 1787, nº 205; Palacio de Aranjuez, Madrid, pieza de vestir la reina, 1818, nº 205).","1601 - 1603",200,147,0,1.36054421768707,29400,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1602,"1-10","religioso"
"P000832","El Expolio","https://www.museodelprado.es/coleccion/obra-de-arte/el-expolio/b3364b3f-a5b3-4dd3-835e-990e0d0b3db4","Theotocópuli, Jorge Manuel (Obra copiada de: El Greco)","Museo de la Trinidad","Hacia 1606",106.8,69,1,1.54782608695652,7369.2,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1606,"0","otros"
"P003153","Los Desposorios de la Virgen","https://www.museodelprado.es/coleccion/obra-de-arte/los-desposorios-de-la-virgen/483d8901-35a6-4335-b9ec-2b83a6ad3917","Mazzucchelli “il Morazzone”, Pier Francesco","Donación José Milicua Illarramendi, 1970","Hacia 1606",31,41,0,1.32258064516129,1271,"pequeno","horizontal","Papel pegado en lienzo","Papel/Vitela",1,"Óleo",1,0,0,0,0,"hombre",0,1606,"0","religioso"
"P000230","Santa Catalina de Alejandría","https://www.museodelprado.es/coleccion/obra-de-arte/santa-catalina-de-alejandria/425adb64-6ce9-480f-8dda-8c1c7d56d8d8","Reni, Guido","Coleccion Real (colección de Fernando VII).","Hacia 1606",98,75,0,1.30666666666667,7350,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1606,"0","religioso"
"P001061","Cristo muerto sostenido por dos ángeles","https://www.museodelprado.es/coleccion/obra-de-arte/cristo-muerto-sostenido-por-dos-angeles/d599bca0-7276-4ab8-9608-4a8720cfcd8c","Ribalta, Francisco","Colección Real (colección Gabriel Montaner, Valencia; adquisición de Carlos IV, 1804; Palacio de Aranjuez, Madrid, despacho y dormitorio del rey, 1818, s.n.).","Principio del siglo XVII",113,90,0,1.25555555555556,10170,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1610,"11-98","religioso"
"P001522","El Prendimiento de Cristo","https://www.museodelprado.es/coleccion/obra-de-arte/el-prendimiento-de-cristo/d4affafe-e04b-4fbd-a3c6-605936fca706","Francken II, Frans","Colección Real (colección Mariana de Neoburgo; col. Isabel de Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, 1741; La Granja, Casa de Alhajas-otra pieza-pinturas con marco, 1746, nº 824; La Granja, 1766, nº 824; Palacio Real de Aranjuez, Madrid, oratorio pequeño, 1794, nº 824; Aranjuez, oratorio pequeño del rey, 1818, nº 824). Ingresó en el Museo en 1848","Principio del siglo XVII",44,23,0,1.91304347826087,1012,"pequeno","vertical","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1610,"11-98","religioso"
"P001521","Ecce Homo","https://www.museodelprado.es/coleccion/obra-de-arte/ecce-homo/19796fae-db93-4908-a252-def83b80e532","Francken II, Frans","Colección Real (colección Mariana de Neoburgo; col. Isabel de Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, 1741; La Granja, 1746, nº 823; La Granja, Casa de Alhajas-otra pieza-pinturas con marco, 1766, nº 823; Palacio Real de Aranjuez, Madrid, oratorio pequeño, 1794, nº 823; Aranjuez, oratorio pequeño del rey, 1818, nº 823).","Principio del siglo XVII",33,23,0,1.43478260869565,759,"pequeno","vertical","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1610,"11-98","religioso"
"P001523","Neptuno y Anfitrite","https://www.museodelprado.es/coleccion/obra-de-arte/neptuno-y-anfitrite/92d75238-f890-46bf-8ea0-a6bbde8778c6","Francken II, Frans","Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, sexta pieza que sirve de gabinete, 1745, [nº 140]; Quinta del duque del Arco, pieza de paso al gabinete, 1794, nº 285 bis).","Principio del siglo XVII",30,41,0,1.36666666666667,1230,"pequeno","horizontal","Lámina de cobre","Metal",0,"Óleo",1,0,0,0,0,"hombre",0,1610,"11-98","otros"
